 57, 96;
 57, 94;
 58, 93;
 58, 91;
 59, 90;
 59, 89;
 60, 88;
 60, 86;
 61, 85;
 61, 84;
 62, 83;
 62, 82;
 63, 81;
 63, 79;
 64, 78;
 64, 77;
 65, 76;
 65, 74;
 66, 73;
 66, 72;
 67, 71;
 67, 70;
 68, 69;
 68, 68;
 69, 67;
 69, 66;
 70, 65;
 70, 63;
 72, 61;
 72, 59;
 74, 57;
 74, 56;
 75, 55;
 75, 54;
 76, 53;
 76, 52;
 78, 50;
 78, 49;
 80, 47;
 80, 46;
 82, 44;
 82, 43;
 85, 40;
 85, 39;
 86, 38;
 86, 37;
 90, 33;
 90, 32;
 93, 29;
 93, 28;
 100, 21;
 100, 18;
 99, 17;
 99, 16;
 98, 15
