 394, 746;
 395, 745;
 401, 745;
 402, 744;
 406, 744;
 407, 743;
 412, 743;
 413, 742;
 417, 742;
 418, 741;
 421, 741;
 422, 740;
 425, 740;
 426, 739;
 428, 739;
 429, 738;
 433, 738;
 434, 737;
 438, 737;
 439, 736;
 442, 736;
 443, 735;
 445, 735;
 446, 734;
 448, 734;
 449, 733;
 451, 733;
 452, 732;
 454, 732;
 455, 731;
 457, 731;
 458, 730;
 460, 730;
 461, 729;
 463, 729;
 464, 728;
 466, 728;
 467, 727;
 468, 727;
 469, 726;
 470, 726;
 471, 725;
 473, 725;
 474, 724;
 475, 724;
 476, 723;
 477, 723;
 478, 722;
 480, 722;
 481, 721;
 482, 721;
 483, 720;
 484, 720;
 485, 719;
 486, 719;
 487, 718;
 488, 718;
 489, 717;
 490, 717;
 491, 716;
 492, 716;
 493, 715;
 495, 715;
 497, 713;
 498, 713;
 499, 712;
 500, 712;
 501, 711;
 503, 711;
 505, 709;
 506, 709;
 507, 708;
 508, 708;
 509, 707;
 510, 707;
 511, 706;
 512, 706;
 513, 705;
 514, 705;
 515, 704;
 516, 704;
 517, 703;
 518, 703;
 520, 701;
 521, 701;
 522, 700;
 523, 700;
 524, 699;
 525, 699;
 527, 697;
 528, 697;
 530, 695;
 531, 695;
 532, 694;
 533, 694;
 535, 692;
 536, 692;
 537, 691;
 538, 691;
 540, 689;
 541, 689;
 543, 687;
 544, 687;
 545, 686;
 546, 686;
 548, 684;
 549, 684;
 550, 683;
 551, 683;
 553, 681;
 554, 681;
 555, 680;
 556, 680;
 558, 678;
 559, 678;
 560, 677;
 561, 677;
 563, 675;
 564, 675;
 566, 673;
 567, 673;
 568, 672;
 569, 672;
 571, 670;
 572, 670;
 573, 669;
 574, 669;
 575, 668;
 576, 668;
 579, 665;
 580, 665;
 581, 664;
 582, 664;
 584, 662;
 585, 662;
 587, 660;
 588, 660;
 590, 658;
 591, 658;
 592, 657;
 593, 657;
 595, 655;
 596, 655;
 598, 653;
 599, 653;
 600, 652;
 601, 652;
 603, 650;
 604, 650;
 605, 649;
 606, 649;
 608, 647;
 609, 647;
 611, 645;
 612, 645;
 613, 644;
 614, 644;
 616, 642;
 617, 642;
 619, 640;
 620, 640;
 622, 638;
 623, 638;
 624, 637;
 625, 637;
 627, 635;
 628, 635;
 629, 634;
 630, 634;
 632, 632;
 633, 632;
 634, 631;
 635, 631;
 637, 629;
 638, 629;
 639, 628;
 640, 628;
 642, 626;
 643, 626;
 644, 625;
 645, 625;
 647, 623;
 648, 623;
 650, 621;
 651, 621;
 652, 620;
 653, 620;
 654, 619;
 655, 619;
 657, 617;
 659, 617;
 661, 615;
 661, 612;
 660, 611;
 660, 608;
 660, 611;
 661, 612;
 661, 616;
 660, 616;
 659, 617;
 658, 617;
 657, 618;
 656, 618;
 655, 619;
 654, 619;
 653, 620;
 652, 620;
 650, 622;
 649, 622;
 647, 624;
 646, 624;
 645, 625;
 644, 625;
 642, 627;
 641, 627;
 640, 628;
 639, 628;
 637, 630;
 636, 630;
 635, 631;
 634, 631;
 632, 633;
 631, 633;
 630, 634;
 629, 634;
 627, 636;
 626, 636;
 625, 637;
 624, 637;
 622, 639;
 621, 639;
 619, 641;
 618, 641;
 616, 643;
 615, 643;
 614, 644;
 613, 644;
 611, 646;
 610, 646;
 608, 648;
 607, 648;
 606, 649;
 605, 649;
 603, 651;
 602, 651;
 601, 652;
 600, 652;
 598, 654;
 597, 654;
 595, 656;
 594, 656;
 593, 657;
 592, 657;
 590, 659;
 589, 659;
 587, 661;
 586, 661;
 584, 663;
 583, 663;
 582, 664;
 581, 664;
 578, 667;
 577, 667;
 576, 668;
 575, 668;
 574, 669;
 573, 669;
 571, 671;
 570, 671;
 569, 672;
 568, 672;
 566, 674;
 565, 674;
 563, 676;
 562, 676;
 561, 677;
 560, 677;
 558, 679;
 557, 679;
 556, 680;
 555, 680;
 553, 682;
 552, 682;
 551, 683;
 550, 683;
 548, 685;
 547, 685;
 546, 686;
 545, 686;
 543, 688;
 542, 688;
 540, 690;
 539, 690;
 538, 691;
 537, 691;
 535, 693;
 534, 693;
 533, 694;
 532, 694;
 530, 696;
 529, 696;
 527, 698;
 526, 698;
 525, 699;
 524, 699;
 523, 700;
 522, 700;
 520, 702;
 519, 702;
 518, 703;
 517, 703;
 516, 704;
 515, 704;
 514, 705;
 513, 705;
 512, 706;
 511, 706;
 510, 707;
 509, 707;
 508, 708;
 507, 708;
 505, 710;
 504, 710;
 503, 711;
 501, 711;
 500, 712;
 499, 712;
 497, 714;
 496, 714;
 495, 715;
 493, 715;
 492, 716;
 491, 716;
 490, 717;
 489, 717;
 488, 718;
 487, 718;
 486, 719;
 485, 719;
 484, 720;
 483, 720;
 482, 721;
 481, 721;
 480, 722;
 478, 722;
 477, 723;
 476, 723;
 475, 724;
 474, 724;
 473, 725;
 471, 725;
 470, 726;
 469, 726;
 468, 727;
 467, 727;
 466, 728;
 464, 728;
 463, 729;
 461, 729;
 460, 730;
 458, 730;
 457, 731;
 455, 731;
 454, 732;
 452, 732;
 451, 733;
 449, 733;
 448, 734;
 446, 734;
 445, 735;
 443, 735;
 442, 736;
 439, 736;
 438, 737;
 434, 737;
 433, 738;
 429, 738;
 428, 739;
 426, 739;
 425, 740;
 422, 740;
 421, 741;
 418, 741;
 417, 742;
 413, 742;
 412, 743;
 407, 743;
 406, 744;
 402, 744;
 401, 745;
 395, 745;
 394, 746;
 384, 746;
 383, 747
